file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\h2\entity\H2UserStrategy.java,com.baomidou.mybatisplus.test.h2.entity.H2UserStrategy,"H2UserStrategy/2[java.lang.String,com.baomidou.mybatisplus.test.h2.enums.AgeEnum]",true,92,1,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\h2\entity\H2UserStrategy.java,com.baomidou.mybatisplus.test.h2.entity.H2UserStrategy,H2UserStrategy/0,true,80,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\h2\entity\H2UserStrategy.java,com.baomidou.mybatisplus.test.h2.entity.H2UserStrategy,"H2UserStrategy/2[java.lang.Long,java.lang.String]",true,97,0,0,0,0,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\h2\entity\H2UserStrategy.java,com.baomidou.mybatisplus.test.h2.entity.H2UserStrategy,"H2UserStrategy/2[java.lang.Long,com.baomidou.mybatisplus.test.h2.enums.AgeEnum]",true,102,1,0,0,0,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\h2\entity\H2UserStrategy.java,com.baomidou.mybatisplus.test.h2.entity.H2UserStrategy,"H2UserStrategy/2[java.lang.String,java.lang.Integer]",true,120,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\ReflectionKit.java,com.baomidou.mybatisplus.core.toolkit.ReflectionKit,"getSuperClassGenericType/3[java.lang.Class<?>,java.lang.Class<?>,int]",false,98,2,7,5,2,2,2,4,1,1,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13,9,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\ReflectionKit.java,com.baomidou.mybatisplus.core.toolkit.ReflectionKit,getFieldList/1[java.lang.Class<?>],false,123,2,5,3,2,3,15,18,3,8,1,15,1,1,1,1,0,0,0,0,6,0,2,0,0,3,18,9,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\ReflectionKit.java,com.baomidou.mybatisplus.core.toolkit.ReflectionKit,isPrimitiveOrWrapper/1[java.lang.Class<?>],false,178,1,4,3,1,1,3,4,1,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,9,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\ReflectionKit.java,com.baomidou.mybatisplus.core.toolkit.ReflectionKit,setAccessible/1[T],false,194,2,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\ReflectionKit.java,com.baomidou.mybatisplus.core.toolkit.ReflectionKit,(initializer 1),false,51,0,3,0,3,2,4,16,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\ReflectionKit.java,com.baomidou.mybatisplus.core.toolkit.ReflectionKit,"getFieldValue/2[java.lang.Object,java.lang.String]",false,75,4,5,2,3,2,8,13,1,3,2,8,1,3,0,0,1,0,2,0,3,0,1,0,0,0,20,9,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\ReflectionKit.java,com.baomidou.mybatisplus.core.toolkit.ReflectionKit,getFieldMap/1[java.lang.Class<?>],false,111,2,4,2,2,2,6,4,1,2,1,6,1,2,0,0,0,0,0,0,1,0,0,0,0,1,7,9,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\ReflectionKit.java,com.baomidou.mybatisplus.core.toolkit.ReflectionKit,"excludeOverrideSuperField/2[java.lang.reflect.Field[],java.util.List<java.lang.reflect.Field>]",false,160,0,1,1,0,1,11,8,1,5,2,11,0,0,0,0,0,0,1,0,1,0,1,0,0,3,16,9,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\ReflectionKit.java,com.baomidou.mybatisplus.core.toolkit.ReflectionKit,resolvePrimitiveIfNecessary/1[java.lang.Class<?>],false,183,0,1,1,0,3,2,3,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,9,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\replaceplaceholder\ReplacePlaceholderTest.java,com.baomidou.mybatisplus.test.replaceplaceholder.ReplacePlaceholderTest,replace/0,false,20,3,3,0,3,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\replaceplaceholder\ReplacePlaceholderTest.java,com.baomidou.mybatisplus.test.replaceplaceholder.ReplacePlaceholderTest,interceptors/0,false,28,3,3,0,3,1,2,5,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\replaceplaceholder\ReplacePlaceholderTest.java,com.baomidou.mybatisplus.test.replaceplaceholder.ReplacePlaceholderTest,tableSql/0,false,48,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,25,4,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\replaceplaceholder\ReplacePlaceholderTest.java,com.baomidou.mybatisplus.test.replaceplaceholder.ReplacePlaceholderTest,tableDataSql/0,false,43,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\test\java\com\baomidou\mybatisplus\test\plugins\pagination\optimize\JsqlParserCountOptimizeTest.java,com.baomidou.mybatisplus.test.plugins.pagination.optimize.JsqlParserCountOptimizeTest,pageHelper/0,false,88,2,0,0,0,1,2,5,0,2,0,2,0,0,0,0,0,0,42,0,2,1,0,0,0,0,33,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\test\java\com\baomidou\mybatisplus\test\plugins\pagination\optimize\JsqlParserCountOptimizeTest.java,com.baomidou.mybatisplus.test.plugins.pagination.optimize.JsqlParserCountOptimizeTest,parserLeftJoin/0,false,21,3,1,0,1,1,5,9,0,1,0,5,0,0,0,0,0,0,52,0,1,1,0,0,0,0,39,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-boot-starter\src\main\java\com\baomidou\mybatisplus\autoconfigure\ConfigurationCustomizer.java,com.baomidou.mybatisplus.autoconfigure.ConfigurationCustomizer,customize/1[com.baomidou.mybatisplus.core.MybatisConfiguration],false,29,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\conditions\segments\MergeSegments.java,com.baomidou.mybatisplus.core.conditions.segments.MergeSegments,isUseAnnotationOrderBy/0,false,69,2,2,0,2,2,4,4,1,1,0,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,11,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\conditions\segments\MergeSegments.java,com.baomidou.mybatisplus.core.conditions.segments.MergeSegments,clear/0,false,96,2,3,1,2,1,2,8,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\conditions\segments\MergeSegments.java,com.baomidou.mybatisplus.core.conditions.segments.MergeSegments,getSqlSegment/0,false,76,1,3,2,1,5,2,15,2,0,0,2,0,0,0,0,0,0,0,0,3,2,2,0,0,0,6,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\conditions\segments\MergeSegments.java,com.baomidou.mybatisplus.core.conditions.segments.MergeSegments,add/1[com.baomidou.mybatisplus.core.conditions.ISqlSegment[]],false,49,3,3,1,2,4,4,17,0,2,1,4,0,0,0,0,0,0,0,1,3,0,1,0,0,0,10,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\mysql\mapper\commons\CommonLogicDataMapper.java,com.baomidou.mybatisplus.test.mysql.mapper.commons.CommonLogicDataMapper,getByWrapper/1[com.baomidou.mybatisplus.core.conditions.query.LambdaQueryWrapper],false,33,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPBoundSql,get/1[java.lang.String],false,153,1,2,2,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPBoundSql,MPBoundSql/1[com.baomidou.mybatisplus.core.toolkit.BoundSql],true,122,1,2,2,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPBoundSql,sql/0,false,127,0,6,6,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPBoundSql,parameterMappings/0,false,135,1,2,2,0,1,1,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPBoundSql,parameterMappings/1[java.util.List<com.baomidou.mybatisplus.core.toolkit.ParameterMapping>],false,140,1,1,1,0,1,2,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPBoundSql,parameterObject/0,false,144,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPBoundSql,additionalParameters/0,false,148,1,3,2,1,1,1,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPBoundSql,sql/1[java.lang.String],false,131,0,7,7,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\test\java\com\baomidou\mybatisplus\core\plugins\InterceptorIgnoreHelperTest.java,com.baomidou.mybatisplus.core.plugins.InterceptorIgnoreHelperTest$Pp,dd/0,false,93,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\test\java\com\baomidou\mybatisplus\core\plugins\InterceptorIgnoreHelperTest.java,com.baomidou.mybatisplus.core.plugins.InterceptorIgnoreHelperTest$Pp,mj/0,false,96,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\test\java\com\baomidou\mybatisplus\core\plugins\InterceptorIgnoreHelperTest.java,com.baomidou.mybatisplus.core.plugins.InterceptorIgnoreHelperTest$Pp,pp/0,false,90,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\conditions\update\ChainUpdate.java,com.baomidou.mybatisplus.extension.conditions.update.ChainUpdate,update/0,false,34,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65536,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\conditions\update\ChainUpdate.java,com.baomidou.mybatisplus.extension.conditions.update.ChainUpdate,update/1[T],false,44,4,4,0,4,1,4,3,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65536,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\conditions\update\ChainUpdate.java,com.baomidou.mybatisplus.extension.conditions.update.ChainUpdate,remove/0,false,53,3,4,0,4,1,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65536,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\injector\SqlRunnerInjector.java,com.baomidou.mybatisplus.core.injector.SqlRunnerInjector$Anonymous1,(initializer 1),false,77,1,3,0,3,1,2,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\injector\SqlRunnerInjector.java,com.baomidou.mybatisplus.core.injector.SqlRunnerInjector$Anonymous2,(initializer 2),false,97,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\sharding\ShardingTest.java,com.baomidou.mybatisplus.test.sharding.ShardingTest,test/0,false,34,8,10,0,10,1,23,35,1,17,0,23,0,0,0,0,0,0,18,7,12,5,2,0,0,4,33,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\sharding\ShardingTest.java,com.baomidou.mybatisplus.test.sharding.ShardingTest,interceptors/0,false,74,5,4,0,4,1,2,6,1,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,10,4,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\sharding\ShardingTest.java,com.baomidou.mybatisplus.test.sharding.ShardingTest,tableSql/0,false,83,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,21,0,0,3,0,0,0,0,29,4,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPStatementHandler,mPBoundSql/0,false,97,2,5,3,2,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPStatementHandler,MPStatementHandler/1[com.baomidou.mybatisplus.core.toolkit.MetaObject],true,81,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPStatementHandler,configuration/0,false,105,2,2,1,1,1,1,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPStatementHandler,executor/0,false,93,2,2,1,1,1,1,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,false
