file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\test\java\com\baomidou\mybatisplus\core\plugins\InterceptorIgnoreHelperTest.java,com.baomidou.mybatisplus.core.plugins.InterceptorIgnoreHelperTest$Pp,interface,1,1,0,1,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\conditions\update\ChainUpdate.java,com.baomidou.mybatisplus.extension.conditions.update.ChainUpdate,interface,5,8,3,5,3,1,0,6,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\injector\SqlRunnerInjector.java,com.baomidou.mybatisplus.core.injector.SqlRunnerInjector$Anonymous1,anonymous,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\injector\SqlRunnerInjector.java,com.baomidou.mybatisplus.core.injector.SqlRunnerInjector$Anonymous2,anonymous,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\sharding\ShardingTest.java,com.baomidou.mybatisplus.test.sharding.ShardingTest,class,18,18,0,18,3,3,0,26,3,0.0,0.0,0.0,3,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,52,3,0,0,0,0,41,7,14,8,19,2,0,1,4,62,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\PluginUtils.java,com.baomidou.mybatisplus.core.toolkit.PluginUtils$MPStatementHandler,innerclass,9,9,0,9,8,1,0,3,26,0.75,0.0,0.0,8,0,6,1,0,1,7,0,0,0,1,0,0,1,0,0,1,0,0,27,7,0,0,0,0,6,0,1,0,1,0,0,0,0,22,9,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\incrementer\OracleKeyGenerator.java,com.baomidou.mybatisplus.extension.incrementer.OracleKeyGenerator,class,2,2,0,2,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,0,1,0,0,0,0,0,17,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\service\impl\ServiceImpl.java,com.baomidou.mybatisplus.extension.service.impl.ServiceImpl,class,24,33,9,24,23,1,0,42,67,0.7236842,0.0,0.0,19,0,9,0,10,0,19,0,0,0,4,0,0,0,4,0,0,0,21,94,21,0,1,0,0,5,2,13,0,22,1,0,0,4,73,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\pagecache\PageCacheMapper.java,com.baomidou.mybatisplus.test.pagecache.PageCacheMapper,interface,6,7,1,6,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\enums\EnumTest.java,com.baomidou.mybatisplus.test.enums.EnumTest,class,7,7,0,7,3,3,0,18,3,0.0,0.0,0.0,3,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,27,2,0,0,0,0,13,2,4,1,7,1,0,0,3,42,0,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\rewrite\Entity.java,com.baomidou.mybatisplus.test.rewrite.Entity,class,1,3,2,1,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,1,0,0,5,0,0,0,0,0,0,1,1,0,3,0,0,0,0,13,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\MybatisXMLLanguageDriver.java,com.baomidou.mybatisplus.core.MybatisXMLLanguageDriver,class,12,14,2,12,5,2,0,7,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,20,2,0,0,1,0,0,0,3,0,2,3,0,0,0,29,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\test\java\com\baomidou\mybatisplus\test\toolkit\ReflectionKitTest.java,com.baomidou.mybatisplus.test.toolkit.ReflectionKitTest$C,innerclass,3,3,0,3,0,3,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,10,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\plugins\handler\sharding\ShardingProcessor.java,com.baomidou.mybatisplus.extension.plugins.handler.sharding.ShardingProcessor,interface,1,4,3,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\plugins\MybatisPlusInterceptor.java,com.baomidou.mybatisplus.extension.plugins.MybatisPlusInterceptor,class,16,34,18,16,19,1,0,23,4,0.4,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,4,78,7,4,4,0,0,6,10,18,0,19,4,0,0,1,59,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\SampleTest.java,com.baomidou.mybatisplus.test.SampleTest,class,14,14,0,14,5,1,0,12,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,22,1,5,0,5,0,0,0,0,31,0,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\parser\ISqlParser.java,com.baomidou.mybatisplus.core.parser.ISqlParser,interface,2,3,1,2,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\test\java\com\baomidou\mybatisplus\test\toolkit\ReflectionKitTest.java,com.baomidou.mybatisplus.test.toolkit.ReflectionKitTest$A,innerclass,1,1,0,1,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,5,0,0,0,0,7,10,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\test\java\com\baomidou\mybatisplus\test\toolkit\LambdaUtilsTest.java,com.baomidou.mybatisplus.test.toolkit.LambdaUtilsTest,class,10,11,1,10,2,3,0,11,1,0.0,NaN,NaN,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,2,0,5,0,4,0,0,5,0,20,0,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\test\java\com\baomidou\mybatisplus\test\toolkit\ReflectionKitTest.java,com.baomidou.mybatisplus.test.toolkit.ReflectionKitTest$B,innerclass,3,3,0,3,0,2,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,10,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\h2\enums\GradeEnum.java,com.baomidou.mybatisplus.test.h2.enums.GradeEnum,enum,1,2,1,1,3,1,0,0,0,0.33333334,0.0,0.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,13,2,0,0,0,0,3,3,2,0,2,0,0,0,0,24,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\incrementer\IKeyGenerator.java,com.baomidou.mybatisplus.core.incrementer.IKeyGenerator,interface,1,11,10,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\metadata\IPage.java,com.baomidou.mybatisplus.core.metadata.IPage,interface,4,32,28,4,20,1,0,10,136,0.0,0.0,0.0,17,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,2,47,10,0,2,0,2,1,7,3,4,3,1,0,0,0,49,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\h2\service\IH2UserService.java,com.baomidou.mybatisplus.test.h2.service.IH2UserService,interface,4,7,3,4,15,1,0,0,105,0.0,0.0,0.0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\toolkit\SerializationUtils.java,com.baomidou.mybatisplus.core.toolkit.SerializationUtils,class,3,5,2,3,9,1,0,7,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,37,6,0,3,2,0,4,1,4,1,4,1,0,0,0,85,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\toolkit\SqlRunner.java,com.baomidou.mybatisplus.extension.toolkit.SqlRunner,class,11,16,5,11,21,1,0,27,139,0.875,0.0,0.0,18,2,13,5,0,0,13,0,0,0,4,1,1,3,0,0,2,0,12,115,16,0,3,7,0,0,3,15,0,14,1,0,0,0,46,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\h2\entity\SuperEntity.java,com.baomidou.mybatisplus.test.h2.entity.SuperEntity,class,5,7,2,5,0,2,2,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,18,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\pagecache\PageCacheTest.java,com.baomidou.mybatisplus.test.pagecache.PageCacheTest$Tj,innerclass,1,1,0,1,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,9,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\injector\methods\SelectBatchByIds.java,com.baomidou.mybatisplus.core.injector.methods.SelectBatchByIds,class,6,7,1,6,1,2,0,10,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,2,0,2,0,2,0,0,0,0,19,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\h2\tenant\model\Student.java,com.baomidou.mybatisplus.test.h2.tenant.model.Student,class,3,6,3,3,1,1,0,0,0,0.6666667,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,3,0,0,0,0,9,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\conditions\query\QueryChainWrapper.java,com.baomidou.mybatisplus.extension.conditions.query.QueryChainWrapper,class,10,14,4,10,5,3,0,3,8,0.6,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,1,22,3,0,0,0,0,3,0,2,0,1,0,0,0,0,18,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\resultmap\ResultMapTest.java,com.baomidou.mybatisplus.test.resultmap.ResultMapTest,class,6,6,0,6,3,3,0,14,3,0.0,0.0,0.0,3,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,0,17,0,1,1,3,1,0,0,2,43,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\mysql\mapper\children\CommonLogicDataChildrenMapper.java,com.baomidou.mybatisplus.test.mysql.mapper.children.CommonLogicDataChildrenMapper,interface,5,6,1,5,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-boot-starter\src\main\java\com\baomidou\mybatisplus\autoconfigure\MybatisPlusProperties.java,com.baomidou.mybatisplus.autoconfigure.MybatisPlusProperties,class,12,17,5,12,3,1,0,9,1,0.9230769,NaN,NaN,2,0,1,1,0,0,1,0,0,0,13,1,0,13,0,0,1,0,4,26,3,0,0,1,0,1,2,4,0,14,1,0,0,1,97,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\plugins\pagination\DialectModel.java,com.baomidou.mybatisplus.extension.plugins.pagination.DialectModel,class,6,19,13,6,11,1,0,9,6,0.6625,0.0,0.0,8,0,7,1,0,0,7,0,0,0,10,2,0,10,0,0,5,0,3,72,3,0,0,0,0,6,3,16,0,20,1,0,0,10,49,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\test\java\com\baomidou\mybatisplus\test\handlers\MybatisEnumTypeHandlerTest.java,com.baomidou.mybatisplus.test.handlers.MybatisEnumTypeHandlerTest$SexEnum,enum,3,3,0,3,1,1,0,0,0,0.5,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,6,1,0,0,0,0,2,2,0,0,2,0,0,0,0,14,0,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-extension\src\main\java\com\baomidou\mybatisplus\extension\plugins\pagination\dialects\GBasedbtDialect.java,com.baomidou.mybatisplus.extension.plugins.pagination.dialects.GBasedbtDialect,class,2,3,1,2,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,1,1,1,1,0,0,0,0,30,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus-core\src\main\java\com\baomidou\mybatisplus\core\metadata\TableInfo.java,com.baomidou.mybatisplus.core.metadata.TableInfo,class,19,70,51,19,70,1,0,60,137,0.90398556,0.0,0.0,23,0,19,0,1,3,23,0,0,0,24,0,0,24,0,0,0,0,29,240,36,0,12,2,5,15,4,42,20,52,3,0,0,8,150,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\mybatis-plus\mybatis-plus\src\test\java\com\baomidou\mybatisplus\test\rewrite\EntityMapper.java,com.baomidou.mybatisplus.test.rewrite.EntityMapper,interface,2,3,1,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
