file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\analytic\AggregateFunctions.java,tech.tablesaw.analytic.AggregateFunctions$Min,innerclass,5,5,0,5,2,2,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,8,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\analytic\NumberingFunctions.java,tech.tablesaw.analytic.NumberingFunctions$Implementations,innerclass,2,2,0,2,3,1,0,0,3,0.0,0.0,0.0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\components\ColorBar.java,tech.tablesaw.plotly.components.ColorBar$ThicknessMode,enum,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,2,0,1,0,1,0,0,0,0,35,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\columns\strings\TextColumnType.java,tech.tablesaw.columns.strings.TextColumnType,class,5,10,5,5,7,2,0,3,15,0.88888884,0.0,0.0,6,3,5,1,0,0,5,0,0,0,3,3,2,1,0,0,2,0,2,26,5,0,1,0,0,3,1,3,0,3,1,0,0,0,41,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\components\Figure.java,tech.tablesaw.plotly.components.Figure,class,9,78,69,9,32,1,0,20,68,0.74603176,0.0,0.0,21,1,18,0,3,0,21,0,0,0,6,0,0,6,0,0,2,0,9,172,10,3,5,1,0,20,3,28,3,16,2,0,1,0,81,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\components\TickSettings.java,tech.tablesaw.plotly.components.TickSettings$ExponentFormat,enum,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,6,0,1,0,1,0,0,0,0,23,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\api\DateTimeColumnTest.java,tech.tablesaw.api.DateTimeColumnTest,class,13,13,0,13,10,1,0,38,0,0.2,0.0,0.0,10,0,10,0,0,0,10,0,0,0,1,0,0,1,0,0,0,0,13,83,0,0,0,0,0,24,50,12,2,12,0,0,0,0,45,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\test\java\tech\tablesaw\examples\HeatmapExample.java,tech.tablesaw.examples.HeatmapExample,class,9,9,0,9,1,1,0,8,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,5,0,4,0,4,0,0,0,0,19,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\joining\DataFrameJoiner.java,tech.tablesaw.joining.DataFrameJoiner$JoinType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\testutil\NanoBench.java,tech.tablesaw.testutil.NanoBench$MeasureListener,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\api\BoxPlot.java,tech.tablesaw.plotly.api.BoxPlot,class,7,8,1,7,1,1,0,9,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,2,2,0,2,0,0,2,0,2,9,1,0,0,0,0,0,2,4,0,4,0,0,0,0,20,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\columns\numbers\LongColumnType.java,tech.tablesaw.columns.numbers.LongColumnType,class,5,12,7,5,9,2,0,2,21,0.85714287,0.0,0.0,7,3,6,1,0,0,6,0,0,0,3,3,1,2,0,0,2,0,2,29,6,0,2,0,0,2,1,3,0,3,1,0,0,0,40,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\api\DateColumnMapTest.java,tech.tablesaw.api.DateColumnMapTest,class,8,8,0,8,6,1,0,30,0,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,35,84,0,0,0,0,0,3,136,23,0,23,0,0,0,0,38,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\components\TickSettings.java,tech.tablesaw.plotly.components.TickSettings$TickMode,enum,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,3,0,1,0,1,0,0,0,0,36,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\columns\datetimes\DateTimePredicates.java,tech.tablesaw.columns.datetimes.DateTimePredicates,class,3,3,0,3,0,2,0,1,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,11,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\filtering\DateOnlyFilterSpec.java,tech.tablesaw.filtering.DateOnlyFilterSpec,interface,4,5,1,4,10,1,0,0,45,0.0,0.0,0.0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\components\Axis.java,tech.tablesaw.plotly.components.Axis$RangeMode,enum,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,3,0,1,0,1,0,0,0,0,32,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\testutil\NanoBench.java,tech.tablesaw.testutil.NanoBench,class,9,10,1,9,31,1,0,19,74,0.78,0.0,0.0,20,2,15,5,0,0,15,0,0,0,5,2,0,5,0,0,1,0,7,340,15,6,2,1,0,3,15,26,0,17,2,0,8,0,66,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\aggregate\StringFunction.java,tech.tablesaw.aggregate.StringFunction,class,4,4,0,4,4,2,0,1,6,0.0,0.0,0.0,4,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1025,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\analytic\AggregateFunctions.java,tech.tablesaw.analytic.AggregateFunctions,enum,9,13,4,9,6,6,0,4,9,0.6666667,0.0,0.0,6,1,3,1,0,2,5,0,0,0,3,0,0,3,0,0,3,0,0,266,5,0,0,0,0,0,0,3,0,4,0,0,6,1,145,0,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\traces\BarTrace.java,tech.tablesaw.plotly.traces.BarTrace,class,11,20,9,11,9,3,0,8,0,0.40000004,0.0,0.0,5,2,3,2,0,0,3,0,0,0,4,0,0,4,0,0,4,0,4,108,4,0,2,1,0,9,0,7,1,7,1,0,2,0,45,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\io\ColumnTypeDetectorTest.java,tech.tablesaw.io.ColumnTypeDetectorTest,class,7,7,0,7,1,1,0,8,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,6,3,4,0,4,0,0,0,0,12,0,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\api\TimeSeriesPlot.java,tech.tablesaw.plotly.api.TimeSeriesPlot,class,14,17,3,14,7,1,0,20,15,0.0,0.0,0.0,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,40,6,1,0,0,0,0,1,19,0,18,1,0,0,0,55,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\io\WriteOptions.java,tech.tablesaw.io.WriteOptions$Builder,innerclass,1,1,0,1,4,1,0,0,0,0.375,0.0,0.0,4,0,0,0,4,0,4,0,0,0,2,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,6,0,2,0,0,0,0,14,9,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\filtering\And.java,tech.tablesaw.filtering.And,class,3,4,1,3,4,1,0,4,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,15,1,1,0,0,0,2,3,3,0,3,1,0,0,0,17,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\analytic\AggregateFunctions.java,tech.tablesaw.analytic.AggregateFunctions$Max$Anonymous4,anonymous,2,2,0,2,4,1,0,10,0,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,3,15,1,0,0,0,0,0,0,1,0,2,0,0,0,1,13,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\analytic\AggregateFunctions.java,tech.tablesaw.analytic.AggregateFunctions$Max$Anonymous3,anonymous,2,2,0,2,4,1,0,4,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,3,15,2,0,0,0,0,0,0,3,0,1,1,0,0,0,10,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\index\LongIndexTest.java,tech.tablesaw.index.LongIndexTest,class,12,12,0,12,6,1,0,15,0,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,2,36,0,0,0,0,0,9,10,13,0,13,0,0,0,0,26,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\io\csv\CsvWriteOptions.java,tech.tablesaw.io.csv.CsvWriteOptions,class,5,11,6,5,19,3,0,1,147,0.89473695,0.0,0.0,19,5,18,1,0,0,18,0,0,0,12,0,0,12,0,0,12,0,1,163,18,0,0,0,0,0,0,12,0,12,0,0,1,0,41,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\components\threeD\Scene.java,tech.tablesaw.plotly.components.threeD.Scene,class,6,11,5,6,10,2,0,6,4,0.5,0.0,0.0,4,1,2,1,1,0,3,0,0,0,4,0,0,4,0,0,4,0,0,71,3,0,4,1,0,5,0,7,0,7,1,0,1,0,31,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\analytic\AggregateFunctions.java,tech.tablesaw.analytic.AggregateFunctions$Sum$Anonymous2,anonymous,2,2,0,2,7,1,0,7,0,0.16666667,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,1,0,3,29,2,0,1,0,0,0,2,7,0,5,1,0,0,0,17,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\filters\TimeDependentFilteringTest.java,tech.tablesaw.filters.TimeDependentFilteringTest$IndependentResult,innerclass,2,2,0,2,1,1,0,2,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,10,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\components\Config.java,tech.tablesaw.plotly.components.Config$Builder,innerclass,2,2,0,2,4,1,0,0,6,0.75,0.0,0.0,4,0,3,1,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,17,3,0,0,0,0,0,0,2,0,2,0,0,0,0,8,9,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\api\DateTimeColumn.java,tech.tablesaw.api.DateTimeColumn$Anonymous1,anonymous,3,3,0,3,2,1,0,4,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,9,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\beakerx\src\main\java\tech\tablesaw\beakerx\TablesawDisplayer.java,tech.tablesaw.beakerx.TablesawDisplayer,class,4,5,1,4,4,1,0,3,6,0.0,0.0,0.0,4,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,2,0,0,0,0,0,2,0,0,19,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\columns\dates\DateFillersTest.java,tech.tablesaw.columns.dates.DateFillersTest,class,4,5,1,4,3,1,0,6,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,18,14,0,1,0,0,0,2,47,1,0,1,1,0,0,0,17,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\conversion\TableConverter.java,tech.tablesaw.conversion.TableConverter,class,7,11,4,7,19,1,0,12,0,0.23076923,0.0,0.0,13,3,10,3,0,0,10,0,0,0,1,0,0,1,0,0,1,0,9,66,12,6,0,0,0,0,9,16,0,13,2,0,0,0,18,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\filtering\predicates\BytePredicate.java,tech.tablesaw.filtering.predicates.BytePredicate,interface,0,2,2,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\traces\HistogramTrace.java,tech.tablesaw.plotly.traces.HistogramTrace,class,12,23,11,12,14,3,0,9,19,0.7142858,0.0,0.0,7,4,4,3,0,0,4,0,0,0,10,0,0,10,0,0,10,0,2,185,6,1,3,1,0,13,1,18,1,15,1,0,3,0,65,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\columns\times\LocalTimeFilterTest.java,tech.tablesaw.columns.times.LocalTimeFilterTest,class,11,12,1,11,26,1,0,42,0,0.55128205,0.0,0.0,26,0,25,1,0,0,25,0,0,0,3,0,0,3,0,0,0,0,35,205,0,0,0,0,0,33,144,49,0,41,0,0,0,0,45,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\components\Axis.java,tech.tablesaw.plotly.components.Axis$Spikes,innerclass,3,3,0,3,3,1,0,1,1,0.33333334,NaN,NaN,3,1,1,2,0,0,1,0,0,0,5,0,0,5,0,0,5,0,0,73,1,0,0,0,0,6,0,5,0,5,0,0,3,0,34,9,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\columns\strings\ByteDictionaryMap.java,tech.tablesaw.columns.strings.ByteDictionaryMap$Anonymous1,anonymous,2,2,0,2,2,1,0,4,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,12,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\io\ReadOptions.java,tech.tablesaw.io.ReadOptions,class,8,46,38,8,26,1,5,4,78,0.8913044,0.0,0.0,16,0,15,0,1,0,16,0,0,0,23,4,2,1,20,0,23,0,3,286,21,0,6,0,0,0,0,27,0,23,4,0,2,0,108,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\columns\numbers\NumberInterpolatorTest.java,tech.tablesaw.columns.numbers.NumberInterpolatorTest,class,6,6,0,6,1,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,7,0,0,0,0,0,1,7,2,0,2,0,0,0,0,11,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\traces\Scatter3DTrace.java,tech.tablesaw.plotly.traces.Scatter3DTrace$Mode,enum,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,8,1,0,0,0,0,8,0,1,0,1,0,0,0,0,20,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\test\java\tech\tablesaw\columns\dates\DateFiltersTest.java,tech.tablesaw.columns.dates.DateFiltersTest,class,13,13,0,13,11,1,0,78,16,0.6666667,0.0,0.0,9,0,9,0,0,0,9,0,0,0,2,0,0,2,0,0,0,0,34,201,0,2,0,0,0,83,168,34,1,32,1,0,0,0,51,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\columns\booleans\BooleanColumnUtils.java,tech.tablesaw.columns.booleans.BooleanColumnUtils,interface,1,1,0,1,2,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,2,0,4,0,0,0,2,9,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\columns\strings\ShortDictionaryMap.java,tech.tablesaw.columns.strings.ShortDictionaryMap$Anonymous1,anonymous,2,2,0,2,2,1,0,4,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,12,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\api\TimeColumn.java,tech.tablesaw.api.TimeColumn$Anonymous1,anonymous,3,3,0,3,2,1,0,4,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,8,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\jsplot\src\main\java\tech\tablesaw\plotly\components\Axis.java,tech.tablesaw.plotly.components.Axis$CategoryOrder,enum,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,4,0,1,0,1,0,0,0,0,19,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\tablesaw\core\src\main\java\tech\tablesaw\columns\numbers\IntParser.java,tech.tablesaw.columns.numbers.IntParser,class,6,9,3,6,12,2,0,9,3,0.33333334,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,7,46,7,0,0,1,0,0,1,7,0,3,2,0,0,0,29,1,0
